,date,sse180,rate,sh.600009,sh.600010,sh.600295,sh.600019,sh.600028,sh.600031,sh.600036,sh.600048,sh.600050,sh.600066,sh.600068,sh.600085,sh.600111,sh.601628,sh.600150,sh.600196,sh.600295.1,sh.600406,sh.601933,sh.600536,sh.600547,sh.600598,sh.600600,sh.600690,sh.600875,sh.600887,sh.600895,sh.601006,sh.601877,sh.601899
2001,2019-03-27,0.01111593,0.00009027,0.017525412,-0.005555556,0.001088139,0.004225352,0.003508772,0.017369727,0.028898063,0.027006752,0.007598784,-0.033045977,-0.002836879,0.005083023,0,0.003345725,0.022155086,0.026520509,0.001088139,0.012013455,0.004842615,0.005980066,-0.012789281,0.05179704,0.060962847,0.029823494,0.015533981,0.031078611,-0.033476395,0.001213592,-0.006917756,-0.008571429
2002,2019-03-28,-0.004615076,0.00009027,0.026868756,-0.016759777,-0.025,-0.007012623,-0.013986014,-0.019512195,0.003703704,-0.022644266,0,-0.015601783,0.00284495,-0.017194875,-0.011009174,-0.022600963,0,-0.014467792,-0.025,-0.017094017,0.002409639,-0.10006605,-0.024367674,-0.04321608,0.014303329,-0.026004728,-0.023900574,0.003546099,-0.029307282,-0.00969697,0.006965944,-0.005763689
2003,2019-03-29,0.038993327,0.00009027,0.042435424,0.039772727,0.031215162,0.021186441,0.017730496,0.059701493,0.043050431,0.064275037,0.02413273,0.013584906,0.029787234,0.026758148,0.03432282,0.073540561,0,0.040894792,0.031215162,0.019806763,0.038461538,0.018348624,-0.017388555,0.017857143,0.049598833,0.038228155,0.039177277,0.028621908,0.038883806,0.020807834,0.029976941,0.017391304
2004,2019-04-01,0.023518038,0.00009027,-0.007079646,0.032786885,0.036756757,0.042876902,0.017421603,0.013302034,0.004716981,0.030196629,0.027982327,0.037230082,0.009641873,0.029067825,0.031390135,0.017655367,0,0.023169913,0.036756757,0.02747513,0.016203704,0.1,0.011261261,0.038183695,0.069029419,0.056691993,0.044297832,0.022672621,0.023778071,0.016786571,0.052985075,0.03988604
2005,2019-04-02,0.000559632,0.00009027,0.005833738,0.005291005,0,0.00530504,-0.005136986,-0.024710425,0.012030516,-0.015678255,-0.005730659,0.099784637,0.001364256,-0.00487013,0.026086957,0.00277585,0,-0.013455858,0,0.003688336,0.013667426,-0.034234234,0.014953866,-0.00695825,0.000216685,-0.011615044,-0.017148014,-0.015451797,0.031827957,-0.002358491,-0.007795889,0.002739726
2006,2019-04-03,0.014356688,0.00009027,0.001611084,0,0.027111575,0.026385224,0.008605852,0.022961203,0.010727747,0.011772853,0.005763689,-0.014360313,0.040871935,0.007177814,-0.013559322,0,0,-0.001996008,0.027111575,-0.025264125,0.04494382,-0.012381275,-0.006269592,0.013013013,0.052859619,0.016787913,-0.003673095,0.000682361,0.006252605,0.007092199,0.007142857,0.010928962
2007,2019-04-04,0.010445738,0.00009027,0.006433971,-0.005263158,0.033502538,-0.002570694,0.011945392,0.034055728,0.020940906,-0.004106776,-0.010028653,0.037748344,0.014397906,-0.005506965,0.012027491,0.015570934,0,-0.013,0.033502538,0.008482564,-0.001075269,0.017516744,0.004731861,0.01284585,0.010288066,0.003852504,-0.002764977,0.015342653,-0.014498757,0.001173709,-0.002836879,0.008108108
2008,2019-04-08,0.000196823,0.00009027,-0.024132971,0.026455026,0.009823183,0.028350515,0.016863406,0.032934132,0.009553245,-0.006185567,-0.020260492,-0.022973835,0.001290323,0.016286645,0.001697793,0.026235094,0.1,-0.013846673,0.009823183,-0.023364486,-0.007534984,-0.021265823,-0.006907378,0.030243902,-0.012219959,-0.007675439,-0.018484288,-0.038952317,-0.04581757,0.007033998,-0.008179232,0.00536193
2009,2019-04-09,0.000111842,0.00009027,0.007206027,-0.020618557,-0.026264591,-0.01754386,-0.011608624,-0.017391304,-0.019482327,0.031811895,0.004431315,-0.010450686,0.006443299,0.047115385,-0.023728814,-0.025232404,0.099865652,0.051369863,-0.026264591,0.008133971,-0.004338395,-0.015347474,-0.020233955,-0.018939394,-0.002061856,0.020441989,0.005649718,0.08315863,0.016299559,-0.013969732,0.046611689,-0.016
2010,2019-04-10,0.002700772,0.00009027,0.022439024,-0.010526316,-0.012987013,-0.003826531,-0.010067114,0.032448378,-0.004541584,-0.018096515,-0.004411765,0.008580858,-0.011523688,0.014386287,-0.002604167,-0.009877384,0.100162866,0.034201954,-0.012987013,-0.008068344,0.029411765,0.031523643,0.014520813,-0.016409266,0.003305785,-0.017866811,0.100187266,0.015806452,-0.03207629,0.003541913,-0.015758822,-0.002710027
2011,2019-04-11,-0.017797185,0.00009027,-0.022900763,-0.015957447,-0.005060729,-0.016645327,-0.011864407,-0.058571429,-0.003136584,-0.030716724,-0.022156573,-0.018324607,-0.019430052,-0.022329511,-0.01740644,-0.014447884,0.099925981,-0.045669291,-0.005060729,0.028229665,-0.02962963,-0.040747029,-0.021628499,-0.00686948,-0.015650741,-0.038588754,0.100425532,-0.037154652,-0.017017465,-0.015294118,-0.018447616,-0.019021739
2012,2019-04-12,-0.001947909,0.00009027,-0.010904948,-0.005405405,-0.017293998,-0.014322917,-0.001715266,-0.015174507,-0.004576659,-0.021126761,0,-0.023333333,0,-0.018518519,-0.006200177,-0.002094241,-0.09589502,-0.00660066,-0.017293998,0.007445323,0.005452563,-0.003539823,-0.018530559,0.000988142,0.020920502,-0.012614679,0.099767981,-0.01055409,0.002277904,0.005973716,-0.008156028,-0.016620499
2013,2019-04-15,-0.002555538,0.00009027,0.006253085,0,-0.017598344,-0.00660502,-0.001718213,-0.008474576,0.000574713,-0.004316547,-0.004531722,0.004095563,-0.002642008,-0.005660377,-0.011586453,0.012941588,0.002977298,-0.026578073,-0.017598344,-0.022632794,-0.026030369,-0.044404973,-0.008943359,-0.010858835,-0.033196721,-0.004065041,-0.025316456,0,-0.012727273,0.003562945,-0.006077941,-0.008450704
2014,2019-04-16,0.028754622,0.00009027,0.02207686,0.010869565,0.024236038,0.019946809,0.015490534,0.027195027,0.03388857,0.046242775,0.051593323,0.018354861,0.022516556,0.043643264,0.035166817,0.039364641,-0.029684601,0.019112628,0.024236038,0.005198488,0.012249443,0.034944238,0.009358289,0.031936128,0.012929207,0.027988338,0.028860029,0.029,0.012430939,0.01183432,0.020143885,0.03125
2015,2019-04-17,-0.000836096,0.00009027,0.008,0,-0.002057613,-0.001303781,-0.003389831,-0.008320726,-0.004722222,-0.020027624,-0.011544012,0.041388518,-0.007772021,-0.006363636,-0.00087108,-0.008637874,0.028298279,0.004688547,-0.002057613,0.021626704,0.00110011,0.001077586,-0.001324503,0.003868472,0.001255493,0.008508225,0.100280505,-0.002915452,0.008640291,-0.005847953,-0.006699577,-0.011019284
2016,2019-04-18,-0.002810951,0.00009027,0.017142857,-0.010752688,-0.009278351,0.007832898,-0.005102041,0.003813883,-0.009210159,-0.013389711,0.002919708,-0.028846154,-0.006527415,0,-0.018308631,0.008378016,0.100037189,-0.019666667,-0.009278351,-0.009203866,0.018681319,0.001076426,-0.008952255,-0.01734104,0.061650993,0.005061867,-0.08859146,0.001949318,-0.024797115,-0.003529412,-0.01313454,-0.008356546
2017,2019-04-19,0.009840742,0.00009027,0.038701623,0.010869565,0,0.002590674,0.003418803,-0.002279635,0.014084507,0.014285714,0.040756914,0.050825083,0.013140604,-0.009149131,0.009769094,0.042871386,0.063556457,0.010540632,0,0.003251277,-0.012944984,0.03781362,0.00066912,-0.003921569,-0.015748031,0.027420257,-0.024475524,0.009727626,-0.008784096,0.001180638,0.017266187,0.002808989
2018,2019-04-22,-0.022643026,0.00009027,-0.000901442,-0.016129032,-0.018730489,-0.020671835,0.010221465,-0.071591775,-0.033333333,-0.056338028,0.011188811,-0.016959799,-0.02464332,0.003693444,-0.014951627,-0.047801147,-0.049586777,-0.019179004,-0.018730489,-0.02037037,-0.003278689,0.011224314,0.018054162,0.00984252,-0.011,-0.037037037,0.022222222,-0.005138086,0.046641791,-0.002358491,-0.024045262,-0.008403361
2019,2019-04-23,-8.29E-05,0.00009027,0.041052632,-0.005464481,-0.020148462,-0.003957784,-0.008431703,0.008203445,0.012356322,0,-0.027662517,-0.019169329,-0.030585106,-0.01533272,0.028571429,0.008366801,-0.1,-0.00754717,-0.020148462,0.004253308,-0.027412281,-0.06079235,-0.024302135,-0.026315789,-0.001617796,0.001131222,-0.082047686,-0.016139445,0.061497326,-0.011820331,-0.018478261,-0.019774011
2020,2019-04-24,0.001017523,0.00009027,-0.019211325,-0.005494505,0.038961039,0.001324503,-0.010204082,0.003254679,0.016179393,-0.002985075,0.009957326,0.081433225,0.010973937,0.000934288,0.001736111,-0.01427149,-0.053883315,0.007258901,0.038961039,0.002823529,0.025930101,0.052545455,-0.007068327,0.001001001,-0.001417865,-0.01299435,0.0236822,0.008530184,-0.056675063,0.001196172,0.017718715,0.005763689
